district,neighborhood,room,living room,area (m2),age,floor,price
Bakırköy,Şenlikköy Mah.,4,1,180,17,1,60000
Beşiktaş,Akat Mah.,4,1,175,25,1,140000
Kağıthane,Gürsel Mah.,2,1,75,5,2,25000
Bahçelievler,Kocasinan Merkez Mah.,2,1,70,11,0,16000
Üsküdar,Murat Reis Mah.,2,1,75,0,2,34000
Esenyurt,Selahaddin Eyyubi Mah.,2,1,90,12,4,15000
Bağcılar,Fevzi Çakmak Mah.,2,1,75,30,-1,10000
Ümraniye,Mehmet Akif Mah.,3,1,120,21,3,30000
Esenyurt,Koza Mah.,3,1,147,5,18,25000
Üsküdar,Bulgurlu Mah.,1,1,15,25,2,8500
Esenyurt,Zafer Mah.,1,1,60,5,19,18000
Kartal,Hürriyet Mah.,2,1,80,0,7,22500
Kağıthane,Ortabayır Mah.,2,1,130,30,1,35000
Şişli,Cumhuriyet Mah.,1,1,88,12,21,55000
Beylikdüzü,Sahil Mah.,3,1,200,0,4,42000
Avcılar,Cihangir Mah.,3,1,120,14,1,25000
Şişli,Feriköy Mah.,2,1,90,30,3,25000
Kağıthane,Ortabayır Mah.,3,1,120,20,2,30000
Esenyurt,Necip Fazıl Kısakürek Mah.,3,1,165,12,12,15500
Esenyurt,Barbaros Hayrettin Paşa Mah.,2,1,100,10,7,16000
Gaziosmanpaşa,Karadeniz Mah.,1,1,78,8,8,31000
Esenler,Tuna Mah.,2,1,80,5,0,14000
Esenyurt,Talatpaşa Mah.,3,1,130,11,12,13000
Bağcılar,Mahmutbey Mah.,2,1,80,30,0,10000
Adalar,Burgazada Mah.,2,1,70,25,2,37500
Kağıthane,Nurtepe Mah.,2,1,95,5,0,22000
Kartal,Cevizli Mah.,2,1,90,25,1,21000
Sarıyer,Kireçburnu Mah.,2,1,90,25,1,25000
Sancaktepe,Yenidoğan Mah.,2,1,85,11,5,15000
Kadıköy,Osmanağa Mah.,1,0,35,35,2,22000
Beykoz,Kavacık Mah.,2,1,110,21,3,40000
Beykoz,Acarlar Mah.,4,1,350,16,0,150000
Şişli,Eskişehir Mah.,2,1,70,30,5,18000
Avcılar,Denizköşkler Mah.,1,1,90,29,4,14000
Bakırköy,Şenlikköy Mah.,4,1,250,26,0,60000
Ümraniye,Armağanevler Mah.,2,1,60,0,-1,19000
Beykoz,Çubuklu Mah.,3,1,125,26,2,40000
Avcılar,Cihangir Mah.,3,1,125,25,4,15000
Sarıyer,Cumhuriyet Mah.,3,1,165,16,0,37500
Ataşehir,Esatpaşa Mah.,2,1,60,9,0,20500
Sarıyer,Rumeli Hisarı Mah.,4,1,140,32,2,50000
Bakırköy,Kartaltepe Mah.,3,1,110,30,4,45000
Maltepe,Altayçeşme Mah.,3,1,150,25,4,40000
Avcılar,Mustafa Kemal Paşa Mah.,3,1,160,25,5,22000
Bağcılar,100. Yıl Mah.,2,1,100,16,10,23500
Silivri,Selimpaşa Mah.,4,1,240,31,0,55000
Çekmeköy,Taşdelen Mah.,3,1,110,1,5,28000
Kağıthane,Seyrantepe Mah.,2,1,100,19,3,27500
Bakırköy,Zuhuratbaba Mah.,3,1,100,31,3,33000
Küçükçekmece,Gültepe Mah.,2,1,95,35,4,18000
Esenyurt,Cumhuriyet Mah.,3,1,115,28,5,19000
Eyüpsultan,Topçular Mah.,2,1,90,30,3,20000
Avcılar,Cihangir Mah.,3,1,110,25,2,17000
Şile,Kumbaba Mah.,3,1,115,21,0,50000
Fatih,Aksaray Mah.,2,1,85,40,3,17000
Kadıköy,Osmanağa Mah.,3,1,140,30,2,59500
Beylikdüzü,Gürpınar Mah.,3,1,160,10,5,23000
Maltepe,Zümrütevler Mah.,2,1,110,16,-1,16500
Sarıyer,Kireçburnu Mah.,3,1,130,16,3,55000
Esenyurt,Balıkyolu Mah.,2,1,110,8,1,15000
Arnavutköy,Arnavutköy Merkez Mah.,4,2,175,15,4,25500
Silivri,Mimar Sinan Mah.,2,1,90,4,-1,12000
Esenyurt,Örnek Mah.,2,1,100,5,5,9000
Beylikdüzü,Gürpınar Mah.,2,1,100,5,1,25000
Sultanbeyli,Abdurrahmangazi Mah.,3,1,160,25,2,18500
Büyükçekmece,Atatürk Mah.,4,1,240,20,1,35000
Fatih,Atikali Mah.,3,1,125,25,2,36500
Kartal,Uğur Mumcu Mah.,2,1,90,30,9,20000
Esenler,Havaalanı Mah.,2,1,135,35,5,18000
Sancaktepe,Meclis Mah.,2,1,95,30,4,17000
Maltepe,Yalı Mah.,2,1,90,5,0,28000
Avcılar,Cihangir Mah.,5,3,350,3,-1,85000
Ümraniye,Yukarı Dudullu Mah.,1,1,80,17,9,32000
Maltepe,Zümrütevler Mah.,3,1,120,0,3,44500
Avcılar,Merkez Mah.,3,1,110,0,2,35000
Şişli,Mecidiyeköy Mah.,3,1,120,21,3,26000
Fatih,Silivrikapı Mah.,2,1,85,25,1,20000
Avcılar,Gümüşpala Mah.,1,1,110,25,4,14500
Kağıthane,Yahya Kemal Mah.,1,1,70,0,6,23000
Pendik,Güzelyalı Mah.,4,1,150,25,4,32000
Avcılar,Cihangir Mah.,1,1,70,8,0,15000
Küçükçekmece,Fatih Mah.,2,1,80,31,1,12500
Maltepe,İdealtepe Mah.,2,1,100,4,0,23500
Güngören,Merkez Mah.,5,1,200,2,5,43000
Esenyurt,Yenikent Mah.,2,1,80,8,2,22000
Şişli,Merkez Mah.,2,1,95,16,4,8000
Çekmeköy,Merkez Mah.,3,1,120,12,0,23000
Çekmeköy,Ekşioğlu Mah.,2,1,85,5,1,23000
Ataşehir,Atatürk Mah.,1,1,40,6,2,25000
Bağcılar,Merkez Mah.,3,1,150,25,1,25000
Beykoz,Göztepe Mah.,1,1,60,20,1,9950
Kadıköy,Göztepe Mah.,2,1,90,7,1,55000
Bakırköy,Ataköy 7-8-9-10. Kısım Mah.,1,1,72,4,8,45000
Beykoz,Soğuksu Mah.,3,1,140,10,3,80000
Gaziosmanpaşa,Mevlana Mah.,3,1,200,24,3,25000
Küçükçekmece,Cumhuriyet Mah.,3,1,110,31,0,16000
Bayrampaşa,İsmet Paşa Mah.,2,1,59,0,6,24000
Kağıthane,Gültepe Mah.,1,1,70,21,2,15000
Çekmeköy,Soğukpınar Mah.,3,1,145,7,2,45000
Beşiktaş,Türkali Mah.,1,1,65,0,2,40000
Gaziosmanpaşa,Merkez Mah.,2,1,95,8,2,22500
Beykoz,Merkez Mah.,1,1,60,5,0,20000
Esenyurt,Talatpaşa Mah.,3,1,148,3,2,20000
Küçükçekmece,Atatürk Mah.,1,1,125,25,-1,5000
Güngören,Güneştepe Mah.,3,1,115,10,4,25000
Maltepe,Altayçeşme Mah.,2,1,80,60,0,32000
Kadıköy,Osmanağa Mah.,1,0,30,35,1,16000
Zeytinburnu,Nuripaşa Mah.,3,1,120,20,4,36000
Üsküdar,Ünalan Mah.,2,2,85,10,4,24000
Sarıyer,Maslak Mah.,2,1,144,7,21,120000
Ataşehir,İçerenköy Mah.,3,1,155,30,4,36000
Kağıthane,Emniyet Evleri Mah.,2,1,220,5,16,140000
Başakşehir,Bahçeşehir 1. Kısım Mah.,3,1,165,0,0,80000
Beyoğlu,Yenişehir Mah.,1,1,55,40,1,15000
Kartal,Orhantepe Mah.,2,1,90,21,0,21000
Sarıyer,Maslak Mah.,2,1,168,4,6,70000
Fatih,Ali Kuşçu Mah.,2,1,75,5,0,30000
Kağıthane,Merkez Mah.,1,1,85,5,2,35000
Sancaktepe,Veysel Karani Mah.,2,1,135,4,0,39000
Beyoğlu,Katip Mustafa Çelebi Mah.,1,0,24,37,1,22000
Avcılar,Denizköşkler Mah.,3,1,160,20,-3,24000
Beşiktaş,Levazım Mah.,2,1,170,5,4,240000
Kağıthane,Emniyet Evleri Mah.,2,1,278,5,11,150000
Avcılar,Merkez Mah.,2,1,90,30,3,9000
Esenler,15 Temmuz Mah.,1,1,85,25,3,10000
Kağıthane,Seyrantepe Mah.,2,1,101,5,11,70000
Şişli,Gülbahar Mah.,3,1,135,21,1,30000
Üsküdar,Ünalan Mah.,1,1,62,1,17,55000
Maltepe,Altıntepe Mah.,3,1,110,0,3,62000
Bahçelievler,Bahçelievler Mah.,3,1,194,7,4,70000
Bahçelievler,Yenibosna Merkez Mah.,3,1,156,5,5,50000
Kağıthane,Hamidiye Mah.,2,1,144,4,8,80000
Beykoz,Kavacık Mah.,3,1,165,15,2,35000
Kağıthane,Merkez Mah.,2,1,76,2,2,50000
Şişli,Feriköy Mah.,2,1,95,10,-1,27000
Şişli,Harbiye Mah.,1,1,75,31,2,35000
Sarıyer,Ayazağa Mah.,1,1,90,5,4,60000
Şişli,19 Mayıs Mah.,2,1,192,21,1,85890
Maltepe,Yalı Mah.,1,2,85,0,0,26500
Bayrampaşa,Terazidere Mah.,2,1,85,5,0,20000
Kağıthane,Şirintepe Mah.,2,1,110,26,-1,17500
Tuzla,İçmeler Mah.,2,1,90,25,-3,15000
Beykoz,Kanlıca Mah.,3,1,120,26,-1,30000
Sarıyer,Maslak Mah.,1,1,93,7,10,45000
Şişli,Teşvikiye Mah.,2,1,160,1,9,175000
Bakırköy,Şenlikköy Mah.,2,1,120,6,6,85000
Maltepe,Başıbüyük Mah.,2,1,75,5,4,35000
Sarıyer,Ayazağa Mah.,3,1,260,10,9,65000
Sarıyer,Zekeriyaköy Mah.,6,1,290,16,1,105000
Sarıyer,Huzur Mah.,2,1,135,2,2,72500
Bayrampaşa,Cevatpaşa Mah.,2,1,80,30,3,16200
Kağıthane,Hamidiye Mah.,1,0,30,11,1,12000
Sarıyer,Demirciköy Mah.,1,1,60,50,0,45000
Şişli,Halaskargazi Mah.,2,1,180,3,7,140000
Sarıyer,Demirciköy Mah.,2,1,100,18,2,35000
Fatih,Şehremini Mah.,2,1,80,40,0,23000
Kağıthane,Mehmet Akif Ersoy Mah.,2,1,70,31,4,25000
Beyoğlu,Hüseyinağa Mah.,1,0,40,120,3,25000
Avcılar,Mustafa Kemal Paşa Mah.,2,1,100,30,2,14500
Sarıyer,Huzur Mah.,4,1,220,3,5,110000
Zeytinburnu,Nuripaşa Mah.,4,1,200,28,4,30000
Sarıyer,Bahçeköy Merkez Mah.,1,1,75,20,1,18000
Şişli,Gülbahar Mah.,2,1,90,11,1,30000
Esenyurt,Mehmet Akif Ersoy Mah.,2,1,110,4,2,17000
Beykoz,Soğuksu Mah.,2,1,125,30,1,25000
Şişli,Fulya Mah.,3,1,130,10,2,55000
Sarıyer,Maden Mah.,3,1,270,8,0,115000
Maltepe,Altayçeşme Mah.,3,1,115,31,3,29000
Kağıthane,Merkez Mah.,3,1,115,5,1,24000
Kağıthane,Seyrantepe Mah.,2,1,85,16,4,25000
Kağıthane,Emniyet Evleri Mah.,2,1,92,30,0,25000
Kağıthane,Yahya Kemal Mah.,1,1,63,30,0,13000
Beylikdüzü,Kavaklı Mah.,2,1,96,0,9,36000
Bağcılar,Yenigün Mah.,4,1,145,15,4,20000
Büyükçekmece,Mimaroba Mah.,3,1,145,30,1,20000
Sarıyer,Tarabya Mah.,2,1,95,10,5,24500
Büyükçekmece,Ulus Mah.,3,1,145,8,1,21000
Esenyurt,Orhan Gazi Mah.,2,1,80,10,5,13000
Kadıköy,Caferağa Mah.,3,1,120,40,5,40000
Şişli,Mecidiyeköy Mah.,2,1,110,30,2,24500
Kağıthane,Harmantepe Mah.,1,1,80,25,1,14000
Şişli,Cumhuriyet Mah.,1,1,90,12,21,58000
Beylikdüzü,Sahil Mah.,3,1,200,0,4,43500
Eyüpsultan,Göktürk Merkez Mah.,4,1,260,11,4,80000
Eyüpsultan,İslambey Mah.,2,1,90,20,0,17000
Esenyurt,Yeşilkent Mah.,1,1,55,15,21,15000
Eyüpsultan,Mimar Sinan Mah.,4,1,210,20,2,50000
Beşiktaş,Yıldız Mah.,4,1,135,30,0,58000
Güngören,Gençosman Mah.,4,1,150,10,3,35000
Ümraniye,Çamlık Mah.,2,1,105,4,2,32000
Beylikdüzü,Kavaklı Mah.,2,1,85,4,4,14000
Bağcılar,Güneşli Mah.,3,1,150,25,5,21000
Ataşehir,Kayışdağı Mah.,1,1,50,4,3,24000
Beykoz,Merkez Mah.,1,1,75,25,0,20000
Sultanbeyli,Mimar Sinan Mah.,2,1,105,0,0,30000
Ümraniye,Madenler Mah.,3,1,150,11,6,30000
Sancaktepe,Kemal Türkler Mah.,3,1,125,21,1,18500
Esenyurt,Koza Mah.,3,1,147,6,19,25000
Beyoğlu,Şehit Muhtar Mah.,1,1,60,31,1,22000
Beykoz,Paşabahçe Mah.,3,1,155,21,1,9500
Şişli,Esentepe Mah.,4,1,220,18,10,200000
Ümraniye,Esenkent Mah.,2,1,85,9,3,17500
Beykoz,Anadolu Hisarı Mah.,4,0,250,0,0,220000
Şişli,19 Mayıs Mah.,3,1,120,26,1,41000
Beykoz,Çiğdem Mah.,2,1,85,16,2,22000
Beylikdüzü,Kavaklı Mah.,3,1,150,0,3,35000
Gaziosmanpaşa,Karayolları Mah.,2,1,100,26,1,14999
Ataşehir,Fetih Mah.,2,1,105,26,3,20000
Şişli,Gülbahar Mah.,3,1,140,32,3,50000
Kağıthane,Ortabayır Mah.,1,1,69,1,11,45000
Güngören,Güneştepe Mah.,3,1,145,26,4,21000
Küçükçekmece,İnönü Mah.,2,1,105,21,3,20000
Eyüpsultan,Mithatpaşa Mah.,1,1,55,0,2,25000
Ümraniye,İstiklal Mah.,2,1,85,25,1,22000
Esenyurt,Mehterçeşme Mah.,2,1,120,9,5,20000
Esenler,Nine Hatun Mah.,2,1,100,30,3,20000
Küçükçekmece,Gültepe Mah.,3,1,115,25,1,21500
Başakşehir,Bahçeşehir 2. Kısım Mah.,1,1,63,4,8,25000
Şile,Kumbaba Mah.,3,1,115,21,0,50000
Şişli,Mecidiyeköy Mah.,2,1,65,5,1,28000
Çekmeköy,Sultançiftliği Mah.,3,1,138,15,2,24500
Sancaktepe,Abdurrahmangazi Mah.,1,1,66,5,4,25000
Şişli,İnönü Mah.,1,1,69,5,5,45000
Maltepe,Bağlarbaşı Mah.,2,1,50,0,0,26250
Sultangazi,Sultançiftliği Mah.,2,1,120,17,2,17000
Beyoğlu,Kamer Hatun Mah.,2,1,97,31,3,57500
Beyoğlu,Kalyoncu Kulluğu Mah.,2,2,110,31,2,29000
Üsküdar,Burhaniye Mah.,2,1,80,30,0,17000
Güngören,Merkez Mah.,2,1,90,0,1,31000
Gaziosmanpaşa,Bağlarbaşı Mah.,2,1,95,21,2,17000
Avcılar,Cihangir Mah.,1,1,70,9,0,13500
Adalar,Nizam Mah.,4,1,110,30,2,40000
Adalar,Maden Mah.,2,1,85,35,1,35000
Arnavutköy,Atatürk Mah.,1,1,70,5,2,27000
Üsküdar,Zeynep Kamil Mah.,1,1,50,30,5,15000
Beşiktaş,Ulus Mah.,2,1,110,35,2,28000
Kadıköy,Kozyatağı Mah.,3,1,140,20,2,40000
Kağıthane,Emniyet Evleri Mah.,1,1,60,6,1,25000
Sarıyer,Maden Mah.,2,1,82,0,3,55000
Ataşehir,Kayışdağı Mah.,1,1,35,11,1,21000
Şişli,Merkez Mah.,3,1,110,31,3,40000
Eyüpsultan,Mimar Sinan Mah.,2,1,118,1,0,90000
Fatih,Seyyid Ömer Mah.,1,1,65,35,2,15000
Kadıköy,Caferağa Mah.,3,1,120,34,2,55000
Esenyurt,İncirtepe Mah.,3,1,140,20,-3,10000
Beykoz,Kavacık Mah.,3,1,180,16,3,37000
Üsküdar,Cumhuriyet Mah.,2,1,85,10,0,27000
Kağıthane,Seyrantepe Mah.,3,1,185,3,5,90000
Beşiktaş,Levent Mah.,2,1,300,5,21,200000
Beylikdüzü,Yakuplu Mah.,2,1,90,5,5,23000
Sarıyer,Huzur Mah.,1,0,52,5,9,38000
Maltepe,Altıntepe Mah.,2,1,65,0,0,37500
Sarıyer,Maslak Mah.,2,1,146,10,8,70000
Beyoğlu,Kılıçali Paşa Mah.,3,1,130,35,5,115000
Şişli,Eskişehir Mah.,1,1,65,40,0,15000
Bakırköy,Yeşilköy Mah.,1,1,45,6,1,62000
Zeytinburnu,Sümer Mah.,2,1,100,3,8,60000
Büyükçekmece,Cumhuriyet Mah.,4,2,240,10,4,40000
Beşiktaş,Mecidiye Mah.,2,1,85,30,4,35000
Sultangazi,İsmetpaşa Mah.,2,1,140,15,1,22100
Üsküdar,Valide-i Atik Mah.,2,1,80,31,2,22500
Bağcılar,Merkez Mah.,2,1,75,9,5,15000
Esenyurt,Güzelyurt Mah.,3,1,140,8,7,27500
Beşiktaş,Türkali Mah.,1,1,50,40,3,37000
Beykoz,Yeni Mahalle Mah.,2,1,105,20,1,20000
Küçükçekmece,Fatih Mah.,3,1,120,2,3,33000
Esenyurt,Ardıçlı Mah.,2,1,120,10,3,17000
Sarıyer,Maslak Mah.,3,1,194,8,11,80000
Beşiktaş,Vişnezade Mah.,1,1,141,15,4,120000
Bakırköy,Şenlikköy Mah.,5,1,370,17,2,110000
Ümraniye,Necip Fazıl Mah.,3,1,120,30,1,21500
Beşiktaş,Nisbetiye Mah.,3,1,220,0,21,250000
Başakşehir,Başakşehir Mah.,1,1,58,0,6,24000
Esenyurt,Akevler Mah.,1,1,66,3,2,17500
Başakşehir,Ziya Gökalp Mah.,1,1,74,14,8,25000
Bahçelievler,Şirinevler Mah.,2,1,110,30,-1,12000
Bayrampaşa,Cevatpaşa Mah.,2,1,80,30,3,15500
Beyoğlu,Kocatepe Mah.,1,1,70,45,2,17000
Bakırköy,Cevizlik Mah.,2,1,90,31,4,23000
Beşiktaş,Ortaköy Mah.,2,1,136,30,1,40000
Küçükçekmece,Kanarya Mah.,2,1,95,16,0,15000
Bahçelievler,Siyavuşpaşa Mah.,3,1,150,38,5,25000
Beşiktaş,Nisbetiye Mah.,4,1,349,0,20,285000
Bakırköy,Şenlikköy Mah.,4,1,260,23,3,115000
Esenyurt,Koza Mah.,2,1,116,8,10,22000
Eyüpsultan,Sakarya Mah.,3,1,125,21,1,30000
Sancaktepe,Meclis Mah.,1,1,65,11,2,28000
Esenyurt,Üçevler Mah.,2,1,85,5,0,10000
Beykoz,Kavacık Mah.,3,1,125,30,2,30000
Kağıthane,Sultan Selim Mah.,1,1,62,10,1,20000
Ümraniye,İnkılap Mah.,3,1,120,25,4,30000
Kağıthane,Seyrantepe Mah.,1,1,65,5,0,18000
Esenyurt,Akevler Mah.,1,0,45,5,4,15000
Şişli,Cumhuriyet Mah.,2,1,115,8,2,100000
Güngören,Tozkoparan Mah.,2,1,75,31,4,15000
Şişli,19 Mayıs Mah.,2,1,85,30,2,33950
Beylikdüzü,Marmara Mah.,2,1,110,3,4,42000
Küçükçekmece,Halkalı Merkez Mah.,3,2,185,1,4,37500
Beylikdüzü,Sahil Mah.,3,1,200,0,4,42500
Beşiktaş,Ulus Mah.,3,1,150,21,1,76900
Bahçelievler,Kocasinan Merkez Mah.,2,1,90,14,1,18000
Şişli,Gülbahar Mah.,2,1,90,11,0,16000
Beylikdüzü,Dereağzı Mah.,3,1,110,11,5,20000
Sarıyer,Maden Mah.,4,1,250,9,0,115000
Üsküdar,Aziz Mahmut Hüdayi Mah.,3,2,210,1,4,85000
Şişli,Paşa Mah.,2,1,80,4,4,35000
Eyüpsultan,Akşemsettin Mah.,2,1,95,5,1,22000
Kağıthane,Emniyet Evleri Mah.,2,1,90,30,0,30000
Avcılar,Mustafa Kemal Paşa Mah.,1,1,75,11,0,13000
Kağıthane,Çeliktepe Mah.,3,1,140,25,-2,30000
Kadıköy,Kozyatağı Mah.,4,1,178,15,7,87000
Kağıthane,Seyrantepe Mah.,2,1,110,26,2,25000
Sarıyer,Bahçeköy Merkez Mah.,1,1,45,18,1,14000
Beşiktaş,Kültür Mah.,3,1,130,35,-1,50000
Bakırköy,Ataköy 7-8-9-10. Kısım Mah.,1,1,67,6,15,40000
Bakırköy,Ataköy 3-4-11. Kısım Mah.,3,1,130,0,5,72000
Başakşehir,Başakşehir Mah.,1,1,75,1,7,25000
Kadıköy,Acıbadem Mah.,2,1,120,31,3,35000
Bakırköy,Şenlikköy Mah.,5,2,500,18,4,275000
Şişli,Gülbahar Mah.,2,1,85,31,4,30000
Bağcılar,15 Temmuz Mah.,2,1,100,18,-1,13500
Eyüpsultan,Göktürk Merkez Mah.,3,1,160,0,3,85000
Maltepe,Zümrütevler Mah.,3,1,130,30,6,20000
Şişli,Harbiye Mah.,1,1,110,11,21,110000
Esenyurt,Zafer Mah.,2,1,100,1,11,18000
Sarıyer,Demirciköy Mah.,5,2,450,16,0,150000
Bahçelievler,Kocasinan Merkez Mah.,1,1,60,0,0,15000
Maltepe,Zümrütevler Mah.,2,1,90,21,2,22000
Üsküdar,Ünalan Mah.,2,1,100,26,4,22000
Zeytinburnu,Beştelsiz Mah.,2,1,100,30,-1,12000
Fatih,Akşemsettin Mah.,3,1,125,40,4,24000
Beyoğlu,Cihangir Mah.,2,1,90,60,0,45000
Avcılar,Gümüşpala Mah.,2,1,140,30,4,15000
Kadıköy,Caferağa Mah.,4,1,225,35,2,100000
Sultangazi,Eski Habipler Mah.,2,1,65,0,10,22000
Beşiktaş,Cihannüma Mah.,2,1,100,35,2,40000
Sultangazi,50. Yıl Mah.,2,1,90,25,1,14000
Beşiktaş,Akat Mah.,1,1,70,30,0,65000
Şişli,Mecidiyeköy Mah.,1,1,50,4,5,30000
Kadıköy,Suadiye Mah.,4,1,221,5,6,135000
Büyükçekmece,Kumburgaz Mah.,1,1,65,25,0,16250
Şişli,Paşa Mah.,2,1,95,14,3,30000
Adalar,Nizam Mah.,1,0,40,30,0,15000
Beyoğlu,Katip Mustafa Çelebi Mah.,2,1,120,27,0,33000
Sarıyer,Maslak Mah.,1,1,84,5,15,48000
Kadıköy,Caddebostan Mah.,2,1,110,35,1,50000
Sancaktepe,Safa Mah.,2,1,75,4,4,23000
Sarıyer,Huzur Mah.,1,1,55,7,21,35000
Şişli,Harbiye Mah.,20,1,385,15,21,270000
Kağıthane,Hamidiye Mah.,1,1,60,4,7,46000
Sarıyer,Maslak Mah.,1,0,50,10,10,40000
Silivri,Yeni Mah.,2,1,90,4,0,20000
Beykoz,İncirköy Mah.,3,1,130,25,2,30000
Pendik,Yeni Mah.,2,1,80,21,1,21000
Ataşehir,İçerenköy Mah.,3,1,135,28,2,28000
Fatih,Ayvansaray Mah.,2,1,75,25,5,18000
Güngören,Sanayi Mah.,2,1,100,31,2,18000
Esenyurt,Yeşilkent Mah.,2,1,156,2,14,20000
Zeytinburnu,Maltepe Mah.,1,1,54,5,11,32000
Eyüpsultan,Silahtarağa Mah.,3,1,140,10,1,26000
Beşiktaş,Levent Mah.,1,1,120,5,21,80000
Küçükçekmece,İstasyon Mah.,3,1,106,31,4,16000
Sarıyer,Maslak Mah.,4,1,260,8,13,120000
Beşiktaş,Vişnezade Mah.,1,1,141,7,2,120000
Esenyurt,Mehterçeşme Mah.,3,1,165,20,0,10000
Maltepe,Fındıklı Mah.,3,1,115,15,2,20500
Başakşehir,Başakşehir Mah.,2,1,110,0,14,36000
Beyoğlu,Kadımehmet Efendi Mah.,2,1,70,40,2,16000
Avcılar,Ambarlı Mah.,2,1,85,0,4,20000
Ataşehir,Kayışdağı Mah.,1,1,50,3,2,25350
Güngören,Mareşal Çakmak Mah.,3,1,130,25,2,25000
Beşiktaş,Nisbetiye Mah.,3,1,220,31,3,120000
Beylikdüzü,Gürpınar Mah.,2,1,100,10,5,18000
Maltepe,Altıntepe Mah.,2,1,80,0,5,34000
Beşiktaş,Dikilitaş Mah.,2,1,110,4,2,50000
Beşiktaş,Nisbetiye Mah.,5,1,355,0,20,300000
Şişli,Feriköy Mah.,3,1,103,30,5,30000
Fatih,Ayvansaray Mah.,1,0,35,5,1,16000
Kağıthane,Hürriyet Mah.,3,1,130,10,3,35000
Üsküdar,Sultantepe Mah.,2,1,110,0,0,48000
Esenyurt,Mehmet Akif Ersoy Mah.,1,1,80,4,0,12500
Bahçelievler,Yenibosna Merkez Mah.,1,1,148,11,1,55000
Eyüpsultan,Karadolap Mah.,2,1,88,5,8,29000
Beşiktaş,Konaklar Mah.,1,0,14,2,6,15000
Beykoz,Merkez Mah.,6,2,190,5,1,7000
Sarıyer,Maslak Mah.,2,1,110,6,17,75000
Sarıyer,Sarıyer Merkez Mah.,1,1,70,25,2,13000
Sarıyer,Maden Mah.,2,1,75,0,1,50000
Beşiktaş,Mecidiye Mah.,3,1,158,26,4,75000
Esenler,Nine Hatun Mah.,2,1,95,30,3,15000
Çekmeköy,Çatalmeşe Mah.,2,1,85,1,5,19500
Kağıthane,Talatpaşa Mah.,2,1,95,5,2,36000
Gaziosmanpaşa,Merkez Mah.,3,1,135,5,3,32000
Beylikdüzü,Marmara Mah.,2,1,110,2,4,42000
Başakşehir,Kayabaşı Mah.,2,1,87,17,5,25000
Sarıyer,Zekeriyaköy Mah.,3,1,160,21,3,40000
Büyükçekmece,Güzelce Mah.,3,1,300,15,2,33000
Beylikdüzü,Marmara Mah.,3,1,155,0,3,38500
Şişli,Mecidiyeköy Mah.,2,1,75,8,2,27000
Başakşehir,Güvercintepe Mah.,2,1,85,5,0,12500
Bağcılar,Demirkapı Mah.,3,1,120,20,4,18000
Kağıthane,Harmantepe Mah.,2,1,90,20,1,21000
Sarıyer,Zekeriyaköy Mah.,1,1,50,5,1,30000
Esenyurt,Yeşilkent Mah.,2,1,1000,8,0,7000
Küçükçekmece,Fatih Mah.,3,1,120,4,3,32000
Beylikdüzü,Gürpınar Mah.,2,1,100,0,3,5000
Zeytinburnu,Sümer Mah.,2,1,95,30,2,20000
Üsküdar,Zeynep Kamil Mah.,3,1,160,31,1,32000
Bakırköy,Şenlikköy Mah.,4,1,220,26,2,80000
Başakşehir,Bahçeşehir 2. Kısım Mah.,1,1,75,2,3,17500
Sarıyer,Huzur Mah.,2,1,101,4,15,75000
Sarıyer,Huzur Mah.,1,0,40,4,10,35200
Kadıköy,Bostancı Mah.,3,1,120,5,8,70000
Fatih,Seyyid Ömer Mah.,1,1,60,40,1,15000
Kağıthane,Ortabayır Mah.,3,1,130,22,3,25000
Maltepe,Altıntepe Mah.,2,1,110,25,4,25500
Şişli,İnönü Mah.,2,1,100,5,5,30000
Bakırköy,Şenlikköy Mah.,3,1,190,7,2,120000
Bakırköy,Şenlikköy Mah.,5,2,350,15,0,175000
Beyoğlu,Cihangir Mah.,3,1,110,50,4,85000
Beykoz,Acarlar Mah.,3,1,200,16,2,66000
Başakşehir,Kayabaşı Mah.,3,1,135,7,8,35000
Bağcılar,Sancaktepe Mah.,2,1,95,26,6,12000
Küçükçekmece,Fatih Mah.,2,1,85,0,6,25000
Ümraniye,İstiklal Mah.,2,1,90,5,1,25750
Avcılar,Firuzköy Mah.,4,1,200,11,3,35000
Şile,Balibey Mah.,2,1,100,4,1,29000
Gaziosmanpaşa,Karayolları Mah.,2,1,100,26,1,14999
Bakırköy,Şenlikköy Mah.,3,2,250,26,4,85000
Başakşehir,Ziya Gökalp Mah.,3,1,170,5,12,48000
Avcılar,Cihangir Mah.,3,1,130,0,1,27000
Beykoz,Kavacık Mah.,4,1,230,16,1,50000
Fatih,Ali Kuşçu Mah.,2,1,65,48,2,16000
Küçükçekmece,İstasyon Mah.,2,1,85,0,3,25000
Beyoğlu,Kaptanpaşa Mah.,2,1,140,26,5,28000
Küçükçekmece,Cennet Mah.,2,1,130,35,2,17500
Kağıthane,Ortabayır Mah.,2,1,85,0,5,50000
Beyoğlu,Kamer Hatun Mah.,1,1,80,31,1,45000
Beşiktaş,Cihannüma Mah.,2,1,85,45,3,30000
Kadıköy,Fenerbahçe Mah.,4,1,220,21,3,75000
Şişli,İnönü Mah.,4,2,140,40,4,32000
Avcılar,Merkez Mah.,2,1,90,28,1,20000
Esenler,Fevzi Çakmak Mah.,3,1,115,5,4,30000
